PassengerId,Pclass,SibSp,Parch,Cabin,Age_Bins,Fare_bins,Num_family,Sex_0,Sex_1,Embarked_0,Embarked_1,Embarked_2,Title_0,Title_1,Title_2,Title_3,Title_4,Title_5,Title_6,Title_7,Title_8
64,2,3,2,7,7,0,6,False,True,False,False,True,False,False,False,False,False,True,False,False,False
65,0,0,0,7,2,3,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
66,2,1,1,7,1,0,3,False,True,True,False,False,False,False,False,False,False,True,False,False,False
67,1,0,0,5,1,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False
68,2,0,0,7,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
69,2,4,2,7,0,0,7,True,False,False,False,True,False,False,False,False,True,False,False,False,False
70,2,2,0,7,1,0,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False
71,1,0,0,7,2,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
72,2,5,2,7,0,0,8,True,False,False,False,True,False,False,False,False,True,False,False,False,False
73,1,0,0,7,1,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
74,2,1,0,7,1,0,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False
75,2,0,0,7,2,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
76,2,0,0,5,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
77,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
78,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
79,1,0,2,7,7,0,3,False,True,False,False,True,False,False,False,False,False,True,False,False,False
80,2,0,0,7,1,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
81,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
82,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
83,2,0,0,7,1,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False
84,0,0,0,7,1,3,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
85,1,0,0,7,0,1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
86,2,3,0,7,2,0,4,True,False,False,False,True,False,False,False,True,False,False,False,False,False
87,2,1,3,7,0,0,5,False,True,False,False,True,False,False,True,False,False,False,False,False,False
88,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
89,0,3,2,2,1,5,6,True,False,False,False,True,False,False,False,False,True,False,False,False,False
90,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
91,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
92,2,0,0,7,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
93,0,1,0,4,3,4,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False
94,2,1,2,7,1,0,4,False,True,False,False,True,False,False,True,False,False,False,False,False,False
95,2,0,0,7,4,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
96,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
97,0,0,0,0,6,4,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
98,0,0,1,3,1,4,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False
99,1,0,1,7,2,1,2,True,False,False,False,True,False,False,False,True,False,False,False,False,False
100,1,1,0,7,2,1,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False
101,2,0,0,7,1,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
102,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
103,0,0,1,3,1,4,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False
104,2,0,0,7,2,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
105,2,2,0,7,2,0,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False
106,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
107,2,0,0,7,1,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
108,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
109,2,0,0,7,2,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
110,2,1,0,7,1,0,2,True,False,False,True,False,False,False,False,False,True,False,False,False,False
111,0,0,0,2,3,3,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
112,2,1,0,7,0,0,2,True,False,True,False,False,False,False,False,False,True,False,False,False,False
113,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
114,2,1,0,7,0,0,2,True,False,False,False,True,False,False,False,False,True,False,False,False,False
115,2,0,0,7,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False
116,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
117,2,0,0,7,6,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False
118,1,1,0,7,1,1,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False
119,0,0,1,1,1,8,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False
120,2,4,2,7,7,0,7,True,False,False,False,True,False,False,False,False,True,False,False,False,False
121,1,2,0,7,1,1,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False
122,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
123,1,1,0,7,2,1,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False
124,1,0,0,4,2,1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
125,0,0,1,3,4,4,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False
126,2,1,0,7,0,0,2,False,True,True,False,False,False,False,False,False,False,True,False,False,False
127,2,0,0,7,1,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False
128,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
129,2,1,1,5,1,0,3,True,False,True,False,False,False,False,False,False,True,False,False,False,False
130,2,0,0,7,3,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
131,2,0,0,7,2,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
132,2,0,0,7,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
133,2,1,0,7,3,0,2,True,False,False,False,True,False,False,False,True,False,False,False,False,False
134,1,1,0,7,1,1,2,True,False,False,False,True,False,False,False,True,False,False,False,False,False
135,1,0,0,7,1,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
136,1,0,0,7,1,1,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
137,0,0,2,3,0,3,3,True,False,False,False,True,False,False,False,False,True,False,False,False,False
138,0,1,0,2,2,3,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False
139,2,0,0,7,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
140,0,0,0,1,1,4,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
141,2,0,2,7,1,0,3,True,False,True,False,False,False,False,False,True,False,False,False,False,False
142,2,0,0,7,1,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
143,2,1,0,7,1,0,2,True,False,False,False,True,False,False,False,True,False,False,False,False,False
144,2,0,0,7,0,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False
145,1,0,0,7,0,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
146,1,1,1,7,0,0,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False
147,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
148,2,2,2,7,7,0,5,True,False,False,False,True,False,False,False,False,True,False,False,False,False
149,1,0,2,5,2,0,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False
150,1,0,0,7,3,1,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False
151,1,0,0,7,4,1,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False
152,0,1,0,2,1,4,2,True,False,False,False,True,False,False,False,True,False,False,False,False,False
153,2,0,0,7,4,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
154,2,0,2,7,3,0,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False
155,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
156,0,0,1,7,4,4,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False
157,2,0,0,7,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False
158,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
159,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
160,2,6,2,7,1,0,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False
161,2,0,1,7,3,0,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False
162,1,0,0,7,2,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False
163,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
164,2,0,0,7,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
165,2,4,1,7,7,0,6,False,True,False,False,True,False,False,False,False,False,True,False,False,False
166,2,0,2,7,7,0,3,False,True,False,False,True,False,False,False,False,False,True,False,False,False
167,0,0,1,4,2,3,2,True,False,False,False,True,False,False,False,True,False,False,False,False,False
168,2,1,4,7,3,0,6,True,False,False,False,True,False,False,False,True,False,False,False,False,False
169,0,0,0,7,2,3,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
170,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
171,0,0,0,1,5,4,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
172,2,4,1,7,7,0,6,False,True,False,True,False,False,False,False,False,False,True,False,False,False
173,2,1,1,7,7,0,3,True,False,False,False,True,False,False,False,False,True,False,False,False,False
174,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
175,0,0,0,0,4,4,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
176,2,1,1,7,0,0,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False
177,2,3,1,7,1,0,5,False,True,False,False,True,False,False,False,False,False,True,False,False,False
178,0,0,0,2,3,3,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False
179,1,0,0,7,1,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
180,2,0,0,7,2,9,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
181,2,6,2,7,1,0,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False
182,1,0,0,7,1,1,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
183,2,4,2,7,7,0,7,False,True,False,False,True,False,False,False,False,False,True,False,False,False
184,1,2,1,5,7,0,4,False,True,False,False,True,False,False,False,False,False,True,False,False,False
185,2,0,2,7,7,0,3,True,False,False,False,True,False,False,False,False,True,False,False,False,False
186,0,0,0,0,2,5,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
187,2,1,0,7,1,0,2,True,False,False,True,False,False,False,False,True,False,False,False,False,False
188,0,0,0,7,3,3,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
189,2,1,1,7,2,0,3,False,True,False,True,False,False,False,True,False,False,False,False,False,False
190,2,0,0,7,2,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
191,1,0,0,7,2,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False
192,1,0,0,7,0,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
193,2,1,0,7,0,0,2,True,False,False,False,True,False,False,False,False,True,False,False,False,False
194,1,1,1,5,7,0,3,False,True,False,False,True,False,False,False,False,False,True,False,False,False
195,0,0,0,1,3,3,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False
196,0,0,0,1,4,5,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False
197,2,0,0,7,1,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False
198,2,0,1,7,3,0,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False
199,2,0,0,7,1,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False
200,1,0,0,7,1,1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
201,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
202,2,6,2,7,1,0,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False
203,2,0,0,7,2,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
204,2,0,0,7,3,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
205,2,0,0,7,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
206,2,0,1,6,7,0,2,True,False,False,False,True,False,False,False,False,True,False,False,False,False
207,2,1,0,7,2,0,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False
208,2,0,0,7,1,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
209,2,0,0,7,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False
210,0,0,0,0,2,4,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
211,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
212,1,0,0,7,2,1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
213,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
214,1,0,0,7,1,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
215,2,1,0,7,1,0,2,False,True,False,True,False,False,False,True,False,False,False,False,False,False
216,0,1,0,3,2,4,2,True,False,True,False,False,False,False,False,False,True,False,False,False,False
217,2,0,0,7,1,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
218,1,1,0,7,3,1,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False
219,0,0,0,3,2,4,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False
220,1,0,0,7,1,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
221,2,0,0,7,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
222,1,0,0,7,1,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
223,2,0,0,7,4,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
224,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
225,0,1,0,2,2,5,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False
226,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
227,1,0,0,7,0,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
228,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
229,1,0,0,7,0,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
230,2,3,1,7,1,0,5,True,False,False,False,True,False,False,False,False,True,False,False,False,False
231,0,1,0,2,2,5,2,True,False,False,False,True,False,False,False,True,False,False,False,False,False
232,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
233,1,0,0,7,4,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
234,2,4,2,7,7,0,7,True,False,False,False,True,False,False,False,False,True,False,False,False,False
235,1,0,0,7,1,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
236,2,0,0,7,1,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
237,1,1,0,7,3,1,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False
238,1,0,2,7,7,0,3,True,False,False,False,True,False,False,False,False,True,False,False,False,False
239,1,0,0,7,0,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
240,1,0,0,7,2,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
241,2,1,0,7,1,0,2,True,False,True,False,False,False,False,False,False,True,False,False,False,False
242,2,1,0,7,1,0,2,True,False,False,True,False,False,False,False,False,True,False,False,False,False
243,1,0,0,7,1,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
244,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
245,2,0,0,7,1,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
246,0,2,0,2,3,3,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False
247,2,0,0,7,1,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
248,1,0,2,7,1,0,3,True,False,False,False,True,False,False,False,True,False,False,False,False,False
249,0,1,1,3,2,3,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False
250,1,1,0,7,4,1,2,False,True,False,False,True,False,False,False,False,False,False,True,False,False
251,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
252,2,1,1,6,1,0,3,True,False,False,False,True,False,False,False,True,False,False,False,False,False
253,0,0,0,2,5,3,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
254,2,1,0,7,1,0,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False
255,2,0,2,7,3,0,3,True,False,False,False,True,False,False,False,True,False,False,False,False,False
256,2,0,2,7,1,0,3,True,False,True,False,False,False,False,False,True,False,False,False,False,False
257,0,0,0,7,2,4,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False
258,0,0,0,1,1,3,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
259,0,0,0,7,2,2,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False
260,1,0,1,7,3,1,2,True,False,False,False,True,False,False,False,True,False,False,False,False,False
261,2,0,0,7,1,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False
262,2,4,2,7,7,0,7,False,True,False,False,True,False,False,False,False,False,True,False,False,False
263,0,1,1,4,4,3,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False
264,0,0,0,1,2,9,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
265,2,0,0,7,1,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False
266,1,0,0,7,2,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
267,2,4,1,7,0,0,6,False,True,False,False,True,False,False,True,False,False,False,False,False,False
268,2,1,0,7,1,0,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False
269,0,0,1,2,4,6,2,True,False,False,False,True,False,False,False,True,False,False,False,False,False
270,0,0,0,2,2,4,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
271,0,0,0,7,2,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
272,2,0,0,7,1,9,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
273,1,0,1,7,3,0,2,True,False,False,False,True,False,False,False,True,False,False,False,False,False
274,0,0,1,2,2,3,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False
275,2,0,0,7,1,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False
276,0,1,0,3,5,3,2,True,False,False,False,True,False,False,False,False,True,False,False,False,False
277,2,0,0,7,3,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
278,1,0,0,7,1,9,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
279,2,4,1,7,7,0,6,False,True,False,True,False,False,False,False,False,False,True,False,False,False
280,2,1,1,7,2,0,3,True,False,False,False,True,False,False,False,True,False,False,False,False,False
281,2,0,0,7,5,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False
282,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
283,2,0,0,7,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
284,2,0,0,7,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
285,0,0,0,0,2,3,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
286,2,0,0,7,2,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
287,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
288,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
289,1,0,0,7,3,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
290,2,0,0,7,1,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False
291,0,0,0,7,1,3,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
292,0,1,0,1,0,5,2,True,False,True,False,False,False,False,False,True,False,False,False,False,False
293,1,0,0,3,2,1,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
294,2,0,0,7,1,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
295,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
296,0,0,0,7,2,3,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
297,2,0,0,7,1,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
298,0,1,2,2,7,3,4,True,False,False,False,True,False,False,False,False,True,False,False,False,False
299,0,0,0,2,2,4,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
300,0,0,1,1,3,8,2,True,False,True,False,False,False,False,False,True,False,False,False,False,False
301,2,0,0,7,1,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False
302,2,2,0,7,1,0,3,False,True,False,True,False,False,False,True,False,False,False,False,False,False
303,2,0,0,7,0,9,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
304,1,0,0,4,1,1,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False
305,2,0,0,7,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
306,0,1,2,2,7,3,4,False,True,False,False,True,False,False,False,False,False,True,False,False,False
307,0,0,0,7,2,3,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False
308,0,1,0,2,0,4,2,True,False,True,False,False,False,False,False,True,False,False,False,False,False
309,1,1,0,7,1,1,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False
310,0,0,0,4,1,3,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False
311,0,0,0,2,1,3,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False
312,0,2,2,1,0,4,5,True,False,True,False,False,False,False,False,False,True,False,False,False,False
